shipment_id,zone,latitude,longitude,distance_km,weight_kg,package_type,vehicle_type,route_id,stops_per_route,month,day,hour,is_weekend,is_festive,peak_hour,promised_delivery_hrs,actual_delivery_hrs,delay_hrs,on_time,first_attempt,total_cost_inr,fuel_cost_inr,labor_cost_inr,route_efficiency,cost_per_km
DEL100592,Delhi_NCR,28.55943340916057,77.20753912261588,10.11,0.93,Standard,3-Wheeler,RT-124,18,11,16,6,1,0,0,7.94,3.32,1.38,1,1,445.0,161.69,260.33,72.8,44.04
DEL100593,Mumbai,19.017027590546935,72.93032225004006,14.66,4.18,Standard,Van,RT-113,19,10,20,19,0,0,1,8.96,4.34,2.0,1,1,705.23,322.61,303.93,79.0,48.09
DEL100594,Pune,18.576396465660956,73.95652150554764,27.96,5.05,Express,Van,RT-137,20,5,16,18,0,0,1,3.45,5.04,2.14,0,1,1011.08,615.05,336.55,72.9,36.17
DEL100595,Bangalore,12.931093510457043,77.50840107059456,12.2,2.79,Express,2-Wheeler,RT-137,15,9,13,13,0,0,1,2.5,2.42,0.79,1,1,382.84,146.39,204.59,86.0,31.38
DEL100596,Hyderabad,17.400685268461775,78.34990795042867,9.04,0.12,Standard,2-Wheeler,RT-103,16,1,26,10,0,0,1,7.91,3.47,1.8,1,0,495.85,108.5,249.58,57.9,54.84
DEL100597,Delhi_NCR,28.845048517591902,77.0421142225165,8.62,2.09,Fragile,3-Wheeler,RT-161,6,12,9,8,0,0,0,7.17,1.87,0.81,1,1,299.95,137.87,113.62,90.2,34.81
DEL100598,Delhi_NCR,28.47722987361166,76.81781343193403,18.25,3.6,Standard,Van,RT-109,8,5,26,11,1,0,1,8.87,3.49,2.35,1,1,628.69,401.48,186.18,86.9,34.45
DEL100599,Delhi_NCR,28.72291119314324,77.24583162221832,13.98,0.37,Standard,3-Wheeler,RT-134,7,2,28,10,0,0,1,6.26,3.21,1.96,1,1,353.64,223.71,168.43,90.0,25.29
DEL100600,Delhi_NCR,28.570302083290645,76.85019832219335,15.68,0.65,Fragile,2-Wheeler,RT-122,13,9,9,13,1,0,1,7.52,3.99,2.53,1,1,447.68,188.18,243.54,78.6,28.55
DEL100601,Mumbai,19.034333002702855,72.84336524851902,24.08,5.35,Standard,2-Wheeler,RT-164,22,6,13,19,0,0,1,6.41,5.3,2.45,1,1,640.35,289.01,361.4,71.2,26.59
DEL100602,Delhi_NCR,28.738560319867503,77.22404547461689,11.06,0.1,Standard,3-Wheeler,RT-178,23,2,4,14,0,0,0,6.76,4.68,2.22,1,1,480.4,177.02,347.65,70.7,43.42
DEL100603,Delhi_NCR,28.58229686409877,76.95252478797849,13.41,3.49,Express,2-Wheeler,RT-124,11,3,9,18,1,0,1,3.69,3.22,1.81,1,1,390.34,160.91,200.64,85.0,29.11
DEL100604,Delhi_NCR,28.894017983077795,77.11780113483728,8.54,1.61,Heavy,Van,RT-152,8,8,15,15,0,0,0,11.23,2.44,1.46,1,1,359.77,187.95,149.41,88.9,42.11
DEL100605,Bangalore,13.040895982523084,77.49919353865243,6.37,1.48,Standard,Van,RT-116,10,1,14,13,0,1,1,11.58,3.29,2.14,1,1,320.78,140.23,195.22,74.1,50.32
DEL100606,Delhi_NCR,28.6427948498297,76.81927570390862,7.22,0.1,Fragile,3-Wheeler,RT-156,23,12,19,18,0,0,1,8.85,4.3,2.18,1,1,473.67,115.57,334.43,67.4,65.58
DEL100607,Mumbai,19.0774548030597,73.03920522213531,1.43,4.28,Heavy,2-Wheeler,RT-174,5,3,12,13,0,0,1,9.78,2.49,1.92,1,1,209.04,17.19,127.23,91.2,145.94
DEL100608,Bangalore,12.93447234954503,77.46364860440123,14.58,1.12,Standard,Van,RT-176,20,10,21,18,1,0,1,10.18,3.72,1.53,1,1,635.82,320.71,290.06,77.6,43.62
DEL100609,Chennai,12.862382316367738,80.1969966899867,13.72,1.95,Express,2-Wheeler,RT-119,15,1,26,10,0,0,1,2.86,3.27,1.37,0,1,414.05,164.58,234.44,80.0,30.19
DEL100610,Delhi_NCR,28.480012468231596,76.81634646742972,14.4,2.83,Standard,2-Wheeler,RT-124,8,11,25,9,1,0,0,8.22,2.43,0.97,1,1,350.74,172.79,149.2,97.5,24.36
DEL100611,Kolkata,22.664674764882562,88.36048305310867,6.09,3.03,Standard,Van,RT-141,22,11,6,18,0,0,1,10.05,3.65,1.94,1,1,464.24,134.04,303.69,76.7,76.2
DEL100612,Hyderabad,17.35123567019043,78.61502911405577,7.31,7.81,Heavy,Van,RT-144,9,8,3,14,0,0,0,8.26,2.03,1.3,1,1,370.61,160.72,143.15,91.7,50.73
DEL100613,Delhi_NCR,28.45806948010026,77.46914318026873,7.15,1.89,Fragile,Van,RT-130,10,1,26,18,1,0,1,9.49,2.38,1.44,1,1,334.21,157.32,163.27,83.7,46.74
DEL100614,Pune,18.478491679344337,74.0165211016926,19.75,1.28,Standard,2-Wheeler,RT-164,6,5,25,19,1,0,1,9.09,3.33,1.54,1,1,404.25,237.02,164.48,89.4,20.47
DEL100615,Pune,18.550735719119864,73.99801220792244,11.93,7.68,Standard,2-Wheeler,RT-151,16,4,22,7,0,1,0,9.15,3.52,1.38,1,1,456.9,143.18,251.08,79.9,38.29
DEL100616,Delhi_NCR,28.89200658160523,77.00188380647312,10.99,2.57,Standard,2-Wheeler,RT-179,13,7,20,13,0,0,1,10.98,3.33,1.83,1,1,379.64,131.9,220.44,75.3,34.54
DEL100617,Mumbai,19.282510968433417,72.86684456847073,16.52,0.89,Standard,2-Wheeler,RT-120,24,5,16,11,0,0,1,10.22,4.93,2.13,1,0,696.62,198.22,364.6,46.1,42.17
DEL100618,Kolkata,22.53492916665792,88.31913548648907,7.17,0.34,Standard,Van,RT-129,16,8,20,15,0,0,0,11.76,2.53,1.09,1,1,356.83,157.66,216.43,81.5,49.79
DEL100619,Chennai,13.066563042939034,80.13853626079461,13.22,4.62,Standard,2-Wheeler,RT-102,17,12,24,17,1,1,1,10.75,4.82,2.86,1,0,620.53,158.62,304.7,46.7,46.94
DEL100620,Delhi_NCR,28.676855742679003,77.179193368687,29.99,1.12,Express,3-Wheeler,RT-169,21,11,23,10,1,0,1,2.57,5.27,2.22,0,1,835.88,479.81,352.45,77.0,27.87
DEL100621,Delhi_NCR,28.780950906302433,77.38355497335631,21.51,2.7,Standard,2-Wheeler,RT-142,9,1,17,14,0,0,0,10.43,3.36,1.34,1,1,508.64,258.16,189.69,85.6,23.64
DEL100622,Mumbai,19.048198607640593,72.84069997480545,13.1,1.59,Standard,2-Wheeler,RT-128,24,5,16,16,1,0,0,9.99,3.79,1.53,1,0,580.74,157.22,324.65,48.5,44.32
DEL100623,Bangalore,12.890767214060984,77.5181183428467,11.24,0.55,Heavy,Van,RT-102,17,4,6,9,0,0,0,9.88,3.12,1.48,1,1,510.62,247.35,245.36,79.6,45.42
DEL100624,Hyderabad,17.27017665376966,78.41985679259216,14.33,2.3,Heavy,2-Wheeler,RT-157,17,3,8,17,0,0,1,8.88,3.5,1.52,1,1,468.6,171.92,258.34,81.3,32.71
DEL100625,Mumbai,18.971611461458853,73.03992521575992,23.19,0.16,Standard,2-Wheeler,RT-132,14,5,19,15,0,0,0,6.37,4.08,1.66,1,0,637.41,278.26,254.84,57.0,27.49
DEL100626,Bangalore,12.995198089187516,77.57154696366068,22.27,1.33,Standard,2-Wheeler,RT-174,19,10,25,19,1,0,1,11.71,4.83,2.24,1,1,558.28,267.26,321.04,77.1,25.07
DEL100627,Chennai,13.082187040397478,80.13479917533641,25.37,1.98,Express,2-Wheeler,RT-144,19,3,26,11,1,0,1,2.64,4.21,1.54,0,1,615.92,304.47,299.19,70.7,24.28
DEL100628,Delhi_NCR,28.6220218746011,77.23836402499474,12.33,1.43,Standard,3-Wheeler,RT-168,22,8,2,8,0,0,0,8.92,3.53,1.49,1,1,521.83,197.33,299.48,75.7,42.31
DEL100629,Mumbai,19.070004024306606,72.8705336401963,2.03,3.45,Standard,2-Wheeler,RT-131,22,3,14,13,0,0,1,6.95,2.26,0.96,1,1,309.81,24.33,255.25,77.0,152.78
DEL100630,Chennai,13.24753935555988,80.32007869053723,28.81,4.4,Express,3-Wheeler,RT-151,6,1,22,8,1,0,0,3.9,3.45,1.44,1,1,631.39,460.94,168.61,81.4,21.92
DEL100631,Pune,18.555851489539858,73.92081320835469,6.36,3.69,Standard,Van,RT-163,15,9,12,19,0,0,1,8.58,2.52,1.17,1,1,356.81,140.03,208.15,74.9,56.06
DEL100632,Bangalore,13.017231167938604,77.52045923773785,16.36,0.1,Standard,3-Wheeler,RT-139,17,9,17,7,0,0,0,8.34,3.06,0.88,1,1,487.87,261.82,243.01,78.9,29.81
DEL100633,Bangalore,12.938298210142513,77.46381083651181,2.06,0.54,Standard,2-Wheeler,RT-112,15,6,28,16,1,0,0,9.99,1.62,0.69,1,1,212.34,24.78,176.68,81.3,102.84
DEL100634,Delhi_NCR,28.637773018743413,77.18011720877037,10.85,1.92,Standard,3-Wheeler,RT-179,8,10,27,13,1,1,1,10.55,4.26,2.98,1,0,516.19,173.66,212.95,52.5,47.56
DEL100635,Bangalore,12.879712407636124,77.78741009650793,8.71,6.83,Standard,2-Wheeler,RT-173,19,1,15,11,0,1,1,6.38,4.67,2.99,1,1,504.95,104.5,315.36,70.5,57.98
DEL100636,Bangalore,13.118309113828035,77.70275013240956,25.4,4.5,Fragile,3-Wheeler,RT-128,15,8,18,8,0,0,0,10.61,3.92,1.52,1,1,744.97,406.48,257.17,82.9,29.32
DEL100637,Mumbai,19.090023982944412,73.0109907478943,13.2,4.62,Standard,3-Wheeler,RT-162,22,2,16,15,0,1,0,10.4,4.75,2.3,1,1,594.43,211.2,342.18,64.7,45.03
DEL100638,Mumbai,18.90879355472056,72.98715293828246,10.78,0.9,Standard,2-Wheeler,RT-125,20,9,13,14,0,0,0,9.54,2.59,1.04,1,0,502.32,129.42,250.71,49.3,46.58
DEL100639,Mumbai,18.906169366285084,72.98826319876481,14.06,1.4,Standard,Van,RT-158,14,8,21,10,1,0,1,8.03,3.41,1.86,1,1,548.73,309.35,231.27,75.2,39.02
DEL100640,Delhi_NCR,28.537883784125675,77.41396340671274,1.0,1.59,Fragile,Van,RT-148,16,3,17,18,0,0,1,6.99,2.97,1.84,1,0,429.71,22.0,232.03,52.4,429.71
DEL100641,Mumbai,19.27481894222143,72.79463879082154,7.06,0.43,Express,Van,RT-152,17,5,8,11,1,0,1,3.63,3.36,1.81,1,0,531.77,155.29,253.47,52.5,75.34
DEL100642,Delhi_NCR,28.631337802532695,77.48669116471387,7.78,0.1,Standard,2-Wheeler,RT-130,13,9,1,12,0,0,1,6.01,2.46,1.42,1,1,273.17,93.42,190.15,87.5,35.09
DEL100643,Mumbai,19.06753334618792,73.00906425675436,15.36,7.34,Heavy,3-Wheeler,RT-111,17,1,25,14,0,0,0,7.24,3.22,1.27,1,1,561.49,245.78,248.68,75.5,36.55
DEL100644,Delhi_NCR,28.694365761065658,77.06273093554373,5.44,0.69,Standard,Van,RT-157,10,9,26,8,0,0,0,8.47,1.86,0.72,1,1,291.1,119.67,145.08,92.3,53.51
DEL100645,Pune,18.471445888881465,73.81096692732582,12.02,0.69,Standard,2-Wheeler,RT-135,10,4,27,19,1,0,1,7.46,3.29,2.12,1,1,354.86,144.21,195.2,74.0,29.53
DEL100646,Hyderabad,17.516629366982194,78.43528917738806,10.16,0.22,Standard,Van,RT-109,15,4,3,11,0,0,1,7.85,2.81,1.04,1,1,460.25,223.49,218.4,82.9,45.31
DEL100647,Chennai,13.0545101848803,80.22308137000029,7.31,6.6,Standard,2-Wheeler,RT-105,23,4,16,8,0,0,0,8.34,2.77,0.92,1,1,440.5,87.76,280.79,79.7,60.23
DEL100648,Kolkata,22.602047660231595,88.50295200096859,7.63,2.17,Standard,2-Wheeler,RT-106,15,10,28,11,0,0,1,7.85,2.29,1.16,1,1,312.21,91.56,200.18,85.4,40.92
DEL100649,Bangalore,13.143258770254201,77.59265447300083,10.1,2.75,Express,Van,RT-130,14,12,2,14,0,0,0,2.62,2.94,1.28,0,0,551.5,222.23,214.82,65.9,54.6
DEL100650,Delhi_NCR,28.81375946105315,77.3351694562583,2.57,6.06,Standard,Van,RT-171,19,9,15,13,0,0,1,8.95,2.79,1.34,1,1,342.78,56.47,249.77,90.0,133.55
DEL100651,Bangalore,13.000735133009451,77.78461650026418,16.65,1.06,Express,Van,RT-102,17,6,1,16,0,0,0,3.29,3.41,1.55,0,1,617.99,366.24,255.46,80.7,37.12
DEL100652,Hyderabad,17.32016608043494,78.33824247360836,6.33,2.43,Standard,Van,RT-146,12,11,9,7,0,1,0,7.36,3.03,1.95,1,1,359.28,139.36,202.1,74.0,56.72
DEL100653,Chennai,13.191584786782169,80.20978745415843,9.06,0.1,Standard,2-Wheeler,RT-100,9,8,16,10,0,0,1,10.26,2.38,0.97,1,1,238.37,108.7,155.36,100.0,26.32
DEL100654,Bangalore,13.096439098972471,77.76258157181839,24.89,0.52,Standard,2-Wheeler,RT-144,6,12,4,17,0,0,1,7.81,3.83,1.87,1,1,492.22,298.63,182.07,91.6,19.78
DEL100655,Delhi_NCR,28.431228796809535,77.41842533409024,16.81,4.45,Fragile,Van,RT-153,20,4,12,8,0,0,0,11.52,4.03,1.53,1,1,734.99,369.84,301.01,81.5,43.72
DEL100656,Mumbai,19.05174357491624,72.90312974670127,4.78,3.64,Standard,2-Wheeler,RT-149,17,3,1,18,0,0,1,10.28,2.93,1.7,1,1,328.44,57.31,238.44,75.7,68.77
DEL100657,Mumbai,19.131966629991947,73.02791478201902,1.0,1.08,Express,3-Wheeler,RT-178,23,1,1,8,0,0,0,3.87,2.65,0.85,1,1,311.64,16.0,276.66,76.7,311.64
DEL100658,Hyderabad,17.256690633050418,78.46689521391124,14.41,1.18,Standard,3-Wheeler,RT-106,13,10,7,17,0,0,1,9.1,3.09,1.62,1,1,425.76,230.6,212.04,77.4,29.54
DEL100659,Hyderabad,17.4907027148507,78.55294743519438,9.28,1.91,Standard,2-Wheeler,RT-162,19,7,18,11,1,0,1,10.0,3.19,1.61,1,0,526.61,111.41,263.5,55.1,56.72
DEL100660,Mumbai,19.1616395941917,72.79033053882243,12.06,0.1,Standard,2-Wheeler,RT-114,10,4,23,15,0,0,0,7.16,2.51,1.0,1,1,271.98,144.73,167.76,84.7,22.55
DEL100661,Ahmedabad,23.009879117674334,72.5717431050834,16.49,0.69,Standard,3-Wheeler,RT-166,12,8,28,9,0,0,0,7.48,2.22,0.67,1,1,454.7,263.88,173.53,90.6,27.57
DEL100662,Hyderabad,17.531553022687827,78.39756595534509,17.99,0.58,Standard,Van,RT-129,18,3,23,8,0,0,0,9.04,3.51,1.01,1,1,679.42,395.78,266.92,76.9,37.77
DEL100663,Mumbai,18.944817233740242,73.03723440571143,8.18,0.72,Standard,3-Wheeler,RT-177,9,1,15,10,1,0,1,11.55,2.53,1.66,1,1,310.52,130.86,160.49,89.3,37.97
DEL100664,Delhi_NCR,28.404431642556734,77.49847459897738,10.0,4.1,Heavy,3-Wheeler,RT-167,21,5,26,9,1,0,0,8.06,2.95,1.13,1,1,471.05,159.99,271.39,78.9,47.11
DEL100665,Delhi_NCR,28.738410649428697,77.37992850961439,13.45,0.82,Standard,3-Wheeler,RT-135,11,2,25,11,0,0,1,8.41,4.2,2.49,1,1,446.33,215.16,234.98,85.1,33.19
DEL100666,Mumbai,18.982578728355787,72.75429458330012,13.96,0.53,Express,2-Wheeler,RT-166,13,3,13,13,0,0,1,2.23,3.33,1.75,0,1,382.71,167.57,220.54,91.4,27.41
DEL100667,Delhi_NCR,28.768934759280764,77.38390121790047,11.99,1.75,Standard,2-Wheeler,RT-104,20,6,16,14,0,0,0,9.56,3.8,1.63,1,1,438.6,143.89,293.0,77.2,36.58
DEL100668,Delhi_NCR,28.77023806597676,76.89999520111058,23.35,5.02,Express,2-Wheeler,RT-124,22,3,7,17,1,0,1,2.35,4.1,1.45,0,1,660.38,280.22,319.42,82.0,28.28
DEL100669,Mumbai,19.189042565015637,72.98067683463229,13.87,0.69,Express,2-Wheeler,RT-110,17,3,16,15,1,0,0,2.71,2.87,0.97,0,1,442.21,166.48,236.38,88.4,31.87
DEL100670,Delhi_NCR,28.729270257835026,77.33628115295691,16.35,0.2,Standard,2-Wheeler,RT-171,22,12,13,15,0,0,0,10.5,3.66,1.12,1,1,503.76,196.24,304.2,76.7,30.81
DEL100671,Pune,18.611480359919433,73.93408123427123,12.6,1.1,Standard,2-Wheeler,RT-165,14,6,14,12,1,0,1,7.82,2.69,1.16,1,1,346.25,151.16,206.03,84.3,27.49
DEL100672,Delhi_NCR,28.44430235698484,77.14133946676705,5.41,3.44,Express,2-Wheeler,RT-127,5,5,17,13,1,0,1,3.13,1.89,1.07,1,1,192.95,64.94,106.03,92.0,35.65
DEL100673,Bangalore,12.827177267135063,77.59264006086136,7.04,2.0,Heavy,2-Wheeler,RT-159,22,10,12,12,0,1,1,7.55,4.23,2.42,1,1,444.26,84.53,324.15,68.1,63.07
DEL100674,Bangalore,12.94248727119397,77.47310344544908,4.63,4.24,Standard,3-Wheeler,RT-109,23,9,24,17,0,0,1,10.68,3.49,1.67,1,1,425.45,74.11,306.32,71.1,91.86
DEL100675,Ahmedabad,23.019764106793893,72.52219961975827,19.14,8.02,Standard,3-Wheeler,RT-149,6,1,24,10,0,0,1,10.98,2.11,0.76,1,1,492.85,306.22,121.77,97.5,25.75
DEL100676,Delhi_NCR,28.80411760500461,77.46338161817513,3.45,3.93,Heavy,2-Wheeler,RT-138,8,3,20,6,0,0,0,10.79,1.55,0.94,1,1,185.7,41.35,118.17,85.3,53.89
DEL100677,Mumbai,18.882542413866073,73.03653456218751,9.75,2.31,Standard,Van,RT-136,15,3,13,15,1,0,0,7.29,2.78,1.35,1,1,416.41,214.45,217.21,80.5,42.72
DEL100678,Ahmedabad,23.05451531986735,72.55991313559078,8.47,1.7,Express,2-Wheeler,RT-162,7,11,24,9,0,0,0,3.72,1.75,0.89,1,1,228.04,101.6,117.14,88.3,26.93
DEL100679,Kolkata,22.426901726346657,88.37521849382465,8.33,0.1,Standard,Van,RT-160,13,6,20,18,1,0,1,9.23,3.1,1.49,1,1,388.56,183.17,212.33,84.5,46.67
DEL100680,Kolkata,22.67808044057176,88.44748026704335,8.79,10.39,Standard,2-Wheeler,RT-137,14,8,15,18,1,0,1,11.92,3.28,1.65,1,1,407.05,105.51,226.86,92.1,46.3
DEL100681,Mumbai,18.87260170515879,72.77187055061037,25.82,1.21,Express,Van,RT-132,6,3,24,8,0,0,0,2.29,3.8,1.82,0,1,764.2,568.0,180.89,85.2,29.6
DEL100682,Delhi_NCR,28.60143664131632,77.00670334583356,2.42,0.41,Express,2-Wheeler,RT-174,11,3,21,8,0,0,0,3.35,1.82,1.05,1,1,218.95,29.02,151.62,78.7,90.53
DEL100683,Hyderabad,17.331334513069617,78.39835157461805,21.73,2.75,Standard,Van,RT-144,19,6,4,13,1,0,1,8.22,5.02,2.62,1,1,827.95,478.01,327.57,72.2,38.11
DEL100684,Pune,18.60087068582422,74.02876841608955,9.27,0.84,Standard,2-Wheeler,RT-143,23,8,22,15,1,1,0,8.38,2.79,0.87,1,1,411.39,111.21,281.53,72.4,44.39
DEL100685,Hyderabad,17.39178594308465,78.61713885074639,17.32,2.2,Heavy,3-Wheeler,RT-100,14,6,2,10,1,0,1,6.67,3.35,1.45,1,1,522.75,277.19,229.14,82.8,30.17
DEL100686,Hyderabad,17.362523495436758,78.46675294522032,11.2,2.21,Express,2-Wheeler,RT-152,24,12,28,16,0,0,0,2.49,3.57,1.27,0,1,467.8,134.36,316.99,70.6,41.78
DEL100687,Mumbai,18.9517130490172,72.94214281265275,4.98,1.48,Standard,2-Wheeler,RT-146,18,10,18,14,0,0,0,6.99,2.63,1.04,1,1,330.57,59.75,236.2,81.2,66.39
DEL100688,Chennai,13.241592446069923,80.25087327401084,22.9,4.52,Express,Van,RT-132,8,3,2,11,0,0,1,2.09,3.24,1.36,0,1,724.62,503.71,177.27,80.8,31.65
DEL100689,Delhi_NCR,28.578907042056773,77.25347221219337,20.94,0.77,Express,2-Wheeler,RT-166,15,4,25,6,1,0,0,3.78,4.01,1.69,0,1,533.31,251.23,260.34,78.2,25.47
DEL100690,Mumbai,18.905314305309425,73.01659772407962,5.25,1.49,Heavy,Van,RT-114,7,1,15,16,0,0,0,10.76,2.04,1.11,1,1,279.51,115.42,127.39,83.9,53.28
DEL100691,Bangalore,12.976079382772943,77.60727240971387,15.05,1.93,Express,2-Wheeler,RT-113,21,8,26,10,1,0,1,3.43,4.26,2.04,0,1,520.33,180.58,317.06,79.3,34.58
DEL100692,Bangalore,13.005052675958732,77.66867435197629,7.26,2.72,Standard,3-Wheeler,RT-122,11,4,19,17,0,0,1,10.83,2.82,1.48,1,1,329.62,116.14,186.8,80.2,45.41
DEL100693,Mumbai,18.88229911280193,72.95478516636702,3.56,3.83,Express,3-Wheeler,RT-153,15,6,15,12,1,0,1,2.34,2.85,1.81,0,1,322.28,56.99,219.9,81.7,90.48
DEL100694,Delhi_NCR,28.520965840157764,77.29976684275461,6.35,1.26,Express,2-Wheeler,RT-107,22,11,26,14,0,0,0,2.64,3.74,1.81,0,1,380.23,76.14,307.02,74.3,59.92
DEL100695,Hyderabad,17.53788717803447,78.58138547764338,22.15,2.6,Standard,2-Wheeler,RT-153,18,3,20,18,0,0,1,9.02,4.01,1.51,1,1,558.35,265.79,284.42,79.0,25.21
DEL100696,Mumbai,19.098625435333553,72.90605096769322,17.57,0.41,Standard,Van,RT-135,18,11,10,18,0,0,1,6.56,4.18,1.93,1,0,790.62,386.44,290.3,52.8,45.01
DEL100697,Hyderabad,17.300006586468793,78.5713711526411,8.86,6.74,Standard,Van,RT-151,10,12,28,11,0,1,1,9.7,2.39,1.27,1,1,402.84,194.87,163.82,88.7,45.48
DEL100698,Delhi_NCR,28.535704690223355,77.14768679597256,22.21,1.21,Express,Van,RT-105,13,11,24,10,0,0,1,2.04,4.14,1.77,0,1,723.49,488.58,248.99,87.3,32.58
DEL100699,Bangalore,12.899495932524632,77.49683992704989,20.04,3.27,Standard,2-Wheeler,RT-127,7,6,20,17,0,0,1,9.76,3.33,1.8,1,1,406.14,240.48,172.63,90.1,20.27
DEL100700,Bangalore,13.020345193912108,77.46901621218802,6.35,0.1,Express,3-Wheeler,RT-149,21,12,11,12,0,0,1,3.34,3.59,1.59,0,1,379.67,101.63,293.68,82.9,59.77
DEL100701,Delhi_NCR,28.7743226170631,77.02231075668278,25.25,0.57,Fragile,2-Wheeler,RT-137,16,11,26,9,0,0,0,10.39,5.02,2.25,1,1,569.83,302.94,303.6,70.7,22.57
DEL100702,Mumbai,18.85006061185202,72.90333874177117,8.41,1.67,Heavy,2-Wheeler,RT-129,8,9,10,18,1,0,1,8.6,2.29,1.19,1,1,263.99,100.95,144.0,81.0,31.38
DEL100703,Delhi_NCR,28.4234259542638,76.99331869047462,9.16,5.26,Fragile,Van,RT-172,24,9,23,9,0,0,0,10.91,3.11,1.03,1,1,599.12,201.49,300.9,83.9,65.42
DEL100704,Delhi_NCR,28.75348824372786,76.84388273513531,2.47,1.87,Fragile,2-Wheeler,RT-153,20,10,5,6,0,0,0,10.15,2.44,1.1,1,0,459.72,29.66,245.49,56.3,186.01
DEL100705,Ahmedabad,23.117867698471198,72.50076398453172,7.17,6.64,Standard,2-Wheeler,RT-170,14,3,9,6,1,0,0,6.72,1.81,0.79,1,1,295.74,86.03,175.21,79.5,41.25
DEL100706,Mumbai,18.96107074114086,72.97227121684561,9.79,1.65,Express,2-Wheeler,RT-145,11,3,20,15,0,0,0,2.44,2.56,1.17,0,1,318.45,117.54,177.71,84.0,32.51
DEL100707,Kolkata,22.510694552405255,88.23566233582311,12.81,1.69,Standard,3-Wheeler,RT-127,14,4,19,15,1,0,0,10.37,3.15,1.66,1,1,424.59,204.88,222.39,83.2,33.16
DEL100708,Mumbai,19.012105263460192,72.83111798591536,4.99,0.32,Heavy,Van,RT-116,11,12,13,11,0,0,1,9.32,2.4,1.53,1,1,299.69,109.82,171.84,83.3,60.04
DEL100709,Chennai,13.187084760864222,80.17833697939628,6.55,4.06,Standard,3-Wheeler,RT-147,22,7,18,11,0,0,1,11.69,3.21,1.27,1,1,389.02,104.78,288.22,79.1,59.4
DEL100710,Chennai,13.165572988710403,80.32296803620268,25.55,0.71,Fragile,3-Wheeler,RT-143,13,3,17,11,0,0,1,6.61,4.67,2.38,1,1,684.27,408.87,267.38,71.8,26.78
DEL100711,Hyderabad,17.401836096851785,78.61848010034905,19.3,5.75,Express,Van,RT-159,22,10,27,16,0,0,0,2.53,3.36,0.73,0,1,756.06,424.54,293.53,78.6,39.18
DEL100712,Bangalore,12.932061318887119,77.78742744577154,21.32,6.04,Heavy,3-Wheeler,RT-159,21,8,6,7,0,0,0,10.95,4.42,1.7,1,0,861.25,341.09,322.7,50.3,40.4
DEL100713,Bangalore,12.831251333583952,77.69045674327613,10.31,7.18,Standard,2-Wheeler,RT-104,15,11,10,19,0,0,1,10.22,3.69,1.82,1,1,445.74,123.67,249.03,75.4,43.25
DEL100714,Mumbai,19.07221631820562,72.8662946416367,13.03,1.84,Standard,2-Wheeler,RT-168,5,8,2,10,0,0,1,8.31,2.97,1.85,1,1,339.43,156.36,144.01,85.4,26.05
DEL100715,Pune,18.558177969687147,73.9611571274903,15.24,2.83,Heavy,2-Wheeler,RT-177,21,6,24,21,0,0,0,8.31,3.55,1.35,1,1,457.48,182.9,292.26,74.1,30.02
DEL100716,Kolkata,22.401527144377607,88.25843358106152,25.35,3.77,Standard,3-Wheeler,RT-169,8,4,6,9,0,0,0,9.52,3.33,1.33,1,1,646.05,405.54,180.43,81.4,25.49
DEL100717,Ahmedabad,23.092609210126863,72.63327708271564,3.5,0.35,Heavy,Van,RT-106,8,11,28,17,0,0,1,8.38,1.96,1.32,1,1,194.12,77.07,132.75,83.9,55.41
DEL100718,Delhi_NCR,28.883023752564338,77.33272645317555,7.65,2.3,Standard,2-Wheeler,RT-152,18,12,28,10,0,0,1,11.3,3.79,1.83,1,1,420.97,91.74,276.69,77.4,55.06
DEL100719,Chennai,13.230309083092536,80.2756351253837,12.34,0.1,Express,2-Wheeler,RT-116,13,11,21,8,0,0,0,2.07,2.23,0.58,0,1,375.47,148.05,182.14,81.8,30.43
DEL100720,Pune,18.47451305215986,73.78160947667526,11.24,1.72,Standard,Van,RT-158,17,5,13,18,0,0,1,9.83,3.16,1.27,1,1,531.32,247.26,246.47,76.7,47.27
DEL100721,Delhi_NCR,28.790911931672465,77.25090445503314,6.49,0.42,Express,Van,RT-108,20,12,18,18,0,0,1,3.51,3.94,2.01,0,1,427.14,142.86,298.06,65.5,65.78
DEL100722,Delhi_NCR,28.424093006196646,77.05203532613068,14.49,0.51,Express,3-Wheeler,RT-121,5,2,7,12,0,0,1,3.27,3.17,2.14,1,1,362.01,231.82,151.04,92.5,24.99
DEL100723,Chennai,13.232719926193715,80.22510028642755,7.84,1.14,Standard,2-Wheeler,RT-144,7,6,2,16,0,0,0,10.29,1.21,0.52,1,1,187.43,94.11,98.35,96.4,23.9
DEL100724,Hyderabad,17.401455197606897,78.46019486180576,10.75,1.42,Standard,2-Wheeler,RT-172,23,3,14,14,0,0,0,6.99,4.04,1.88,1,1,477.08,129.01,325.33,78.2,44.38
DEL100725,Kolkata,22.473108953401805,88.32904750980268,14.12,2.44,Standard,2-Wheeler,RT-158,12,6,5,18,0,0,1,10.22,3.52,2.13,1,1,386.71,169.41,219.05,81.6,27.39
DEL100726,Delhi_NCR,28.584906627993586,76.83664851413123,8.08,0.19,Express,2-Wheeler,RT-179,22,12,18,11,0,0,1,2.35,3.26,1.39,0,1,351.58,96.99,290.22,76.9,43.5
